ion,airwave,ritzwave,relint
Ar II,5042.416,5042.41985,1
Ar II,5045.11,5045.10468,0.5
Ar I,,5048.811,
Ar I,,5054.176,
Ar I,,5056.529,
Ar I,,5060.079,
Ar II,5062.0370,5062.03703,398
Ar I,,5070.977,
Ar I,,5073.076,
Ar I,,5078.033,
Ar I,,5087.084,
Ar II,5087.64,5087.63614,0.5
Ar II,5090.4948,5090.4949,45
Ar II,5092.174,5092.18711,1
Ar II,5095.845,5095.8581,2
Ar II,5096.851,5096.8595,1
Ar II,5100.45,5100.44206,0.5
Ar I,,5104.729,
Ar I,,5118.202,
Ar II,5121.4804,5121.4805,5
Ar II,5122.59,5122.59683,0.5
Ar II,5122.59,5122.60827,0.5
Ar II,5122.972,5122.9809,2
Ar II,5125.7663,5125.7660,17
Ar I,,5127.801,
Ar II,5129.083,5129.0918,2
Ar II,5131.106,5131.09604,1
Ar II,5132.145,5132.14532,2
Ar II,5141.7826,5141.78260,224
Ar II,5145.3080,5145.30815,162
Ar I,5151.391,5151.391,5
Ar I,,5152.303,
Ar II,5152.8606,5152.8606,5
Ar II,5159.505,5159.51240,1
Ar II,5160.81,5160.82641,0
Ar I,5162.285,5162.285,15
Ar II,5162.7467,5162.7463,14
Ar II,5165.7727,5165.77292,48
Ar II,5175.426,5175.41477,2
Ar II,5176.2290,5176.22902,26
Ar I,,5177.536,
Ar II,5179.24,5179.26198,0
Ar II,5183.09,5183.08019,1
Ar I,5187.746,5187.746,20
Ar II,5191.3656,5191.36565,10
Ar III,5191.82,5191.82,
Ar I,,5192.733,
Ar I,,5194.052,
Ar II,5202.193,5202.1929,5
Ar II,5204.4432,5204.44333,7
Ar I,,5210.486,
Ar I,,5214.774,
Ar II,5215.11,5215.09472,0.5
Ar I,,5216.300,
Ar II,5216.8140,5216.81402,28
Ar II,5219.589,5219.59514,1
Ar I,5221.271,5221.270,7
Ar II,5221.864,5221.8622,6
Ar II,5230.5008,5230.5025,6
Ar II,5230.75,5230.790,0.5
Ar II,5236.03,5236.01955,1
Ar II,5236.231,5236.23215,2
Ar II,5236.853,5236.8634,1
Ar II,5237.92,5237.9211,0
Ar I,,5241.093,
Ar II,5241.786,5241.78891,2
Ar II,5245.09,5245.0676,1
Ar II,5245.3778,5245.3780,7
Ar I,,5246.198,
Ar II,5247.469,5247.472,1
Ar II,5247.986,5247.9866,3
Ar I,,5249.165,
Ar II,5249.5457,5249.5456,11
Ar II,5250.57,5250.56154,0
Ar II,5251.1051,5251.1058,12
Ar II,5251.4029,5251.4026,11
Ar II,5252.138,5252.13571,1
Ar I,,5252.787,
Ar I,,5254.471,
Ar II,5255.39,5255.39665,0.5
Ar II,5255.677,5255.66531,1
Ar II,5255.677,5255.680,1
Ar II,5255.677,5255.681,1
Ar II,5256.5648,5256.5636,8
Ar II,5258.223,5258.249,1
Ar II,5259.174,5259.1803,1
Ar II,5261.8987,5261.8981,7
Ar II,5264.305,5264.302,1
Ar II,5264.7819,5264.7824,17
Ar II,5267.1634,5267.1651,14
Ar II,5267.958,5267.9597,3
Ar II,5268.246,5268.2584,3
Ar II,5269.761,5269.7569,4
Ar II,5273.580,5273.598,1
Ar II,5273.85,5273.8704,0.5
Ar II,5281.6295,5281.62946,21
Ar II,5283.437,5283.45700,1
Ar II,5285.438,5285.43022,2
Ar I,,5286.069,
Ar II,5286.8866,5286.88689,18
Ar II,5288.634,5288.63551,1
Ar I,,5290.015,
Ar II,5290.0551,5290.0553,9
Ar II,5290.99,5291.006,0.5
Ar II,5291.97,5291.94971,0.5
Ar II,5293.8157,5293.8155,6
Ar II,5295.892,5295.911,3
Ar II,5296.3883,5296.3885,7
Ar II,5296.791,5296.7949,3
Ar II,5298.001,5297.99994,2
Ar II,5299.0805,5299.08241,5
Ar II,5299.48,5299.4925,0
Ar II,5300.7745,5300.7752,8
Ar II,5302.56,5302.56944,0
Ar II,5305.6856,5305.682,15
Ar II,5305.6856,5305.6880,15
Ar II,5308.074,5308.0709,5
Ar I,,5309.513,
Ar II,5311.9816,5311.9817,5
Ar II,5312.078,5312.0779,5
Ar II,5314.258,5314.26101,2
Ar II,5315.215,5315.2227,4
Ar II,5316.11,5316.083,0
Ar II,5316.11,5316.106,0
Ar I,,5317.715,
Ar VIII,5326.90,5326.9,
Ar II,5328.758,5328.74065,1
Ar II,5329.6992,5329.6991,10
Ar II,5330.664,5330.64535,3
Ar II,5331.042,5331.0417,6
Ar II,5332.70,5332.71548,0
Ar II,5335.12,5335.10209,0.5
Ar II,5335.916,5335.9148,1
Ar II,5337.250,5337.2466,1
Ar II,5338.106,5338.10080,1
Ar II,5339.33,5339.32891,1
Ar VIII,5342.0,5343.2,
Ar II,5343.26,5343.2344,0
Ar II,5344.5228,5344.5231,7
Ar II,5345.609,5345.5966,1
Ar II,5348.2636,5348.2634,13
Ar II,5348.604,5348.60247,2
Ar II,5349.717,5349.70572,2
Ar II,5351.449,5351.433,4
Ar II,5354.82,5354.8342,1
Ar II,5357.81,5357.7757,1
Ar II,5357.81,5357.8369,1
Ar II,5357.81,5357.8495,1
Ar II,5358.3797,5358.3790,14
Ar II,5358.616,5358.62916,2
Ar II,5359.0657,5359.0671,6
Ar II,5364.142,5364.15428,1
Ar II,5365.485,5365.48804,1
Ar II,5372.007,5372.005,2
Ar II,5372.33,5372.31557,0
Ar I,,5373.494,
Ar II,5376.6347,5376.6347,12
Ar II,5378.077,5378.07900,7
Ar II,5378.94,5378.91246,0
Ar II,5379.1666,5379.1663,2
Ar II,5382.330,5382.3376,2
Ar II,5384.3742,5384.3763,8
Ar II,5386.519,5386.52450,2
Ar II,5391.22,5391.23098,0
Ar II,5393.6015,5393.60014,8
Ar I,,5393.979,
Ar II,5394.81,5394.85167,1
Ar II,5397.5164,5397.51766,35
Ar II,5400.62,5400.64103,1
Ar II,5402.170,5402.17101,1
Ar II,5402.6051,5402.60594,15
Ar II,5407.3448,5407.34497,24
Ar II,5409.401,5409.41250,1
Ar I,,5410.475,
Ar II,5411.646,5411.65623,3
Ar II,5412.4465,5412.4471,6
Ar II,5416.710,5416.72534,1
Ar I,5421.352,5421.351,5
Ar II,5425.03,5425.0452,0
Ar II,5432.94,5432.9494,1
Ar II,5439.676,5439.67273,3
Ar I,,5439.989,
Ar II,5440.524,5440.5443,1
Ar II,5440.932,5440.94953,2
Ar I,,5442.246,
Ar II,5443.6893,5443.69090,7
Ar II,5447.556,5447.56954,2
Ar II,5451.11,5451.0654,0.5
Ar I,5451.652,5451.652,10
Ar II,5453.634,5453.5909,5
Ar II,5453.634,5453.6485,5
Ar II,5454.3052,5454.29787,11
Ar II,5454.3052,5454.3091,11
Ar II,5454.757,5454.78297,1
Ar II,5456.382,5456.3726,5
Ar I,,5457.416,
Ar I,,5459.651,
Ar II,5466.4338,5466.43380,6
Ar I,,5467.160,
Ar II,5469.098,5469.09882,4
Ar II,5470.307,5470.32233,2
Ar II,5472.642,5472.63971,1
Ar I,,5473.451,
Ar II,5476.12,5476.15070,0
Ar II,5481.997,5481.99964,1
Ar II,5484.311,5484.30572,1
Ar II,5486.102,5486.10354,1
Ar I,,5490.120,
Ar II,5490.667,5490.68191,1
Ar I,,5492.080,
Ar I,5495.874,5495.873,25
Ar II,5497.123,5497.12874,3
Ar II,5498.1838,5498.1844,8
Ar II,5498.972,5498.98471,2
Ar II,5500.3323,5500.3327,10
Ar II,5501.480,5501.4994,2
Ar III,5502.2,5501.7130,
Ar II,5503.256,5503.2671,3
Ar II,5504.13,5504.12582,0
Ar II,5504.45,5504.4351,0
Ar II,5504.917,5504.92048,3
Ar I,5506.113,5506.112,5
Ar II,5507.762,5507.7641,6
Ar II,5513.303,5513.3050,1
Ar II,5516.668,5516.68386,2
Ar II,5519.337,5519.3427,4
Ar II,5521.74,5521.76121,1
Ar II,5523.690,5523.70621,2
Ar I,,5524.957,
Ar II,5525.856,5525.8839,2
Ar I,,5528.961,
Ar X,5533.265,5533.2650,
Ar I,,5534.479,
Ar II,5534.96,5534.98992,0
Ar II,5535.51,5535.53408,1
Ar II,5537.290,5537.29354,5
Ar I,,5540.860,
Ar II,5543.880,5543.90429,1
Ar II,5545.0492,5545.0509,7
Ar I,,5552.741,
Ar II,5554.0227,5554.0221,29
Ar II,5554.146,5554.1448,9
Ar I,5558.702,5558.702,25
Ar I,,5559.676,
Ar II,5563.196,5563.223,2
Ar I,5572.541,5572.541,10
Ar I,,5574.228,
Ar II,5577.6857,5577.6854,9
Ar II,5578.521,5578.5266,4
Ar I,,5581.871,
Ar II,5582.61,5582.6116,1
Ar II,5588.10,5588.1021,0.5
Ar I,,5588.720,
Ar II,5592.200,5592.21055,1
Ar II,5593.52,5593.525,1
Ar I,,5597.476,
Ar II,5602.62,5602.65158,0.5
Ar II,5603.9355,5603.93621,3
Ar I,5606.733,5606.733,35
Ar II,5609.5799,5609.58055,5
Ar II,5611.667,5611.670,2
Ar II,5617.26,5617.261,0
Ar I,,5618.014,
Ar I,,5620.921,
Ar II,5621.51,5621.515,0
Ar II,5621.51,5621.554,0
Ar I,,5623.770,
Ar II,5624.005,5624.0210,1
Ar II,5625.6764,5625.6783,10
Ar II,5631.1568,5631.15698,8
Ar II,5631.381,5631.3984,1
Ar II,5634.661,5634.65684,2
Ar I,,5635.576,
Ar II,5635.8812,5635.88127,13
Ar I,,5637.34,
Ar I,,5639.12,
Ar I,,5641.376,
Ar II,5642.413,5642.42831,2
Ar I,,5648.687,
Ar I,5650.704,5650.704,20
Ar II,5653.68,5653.6739,0
Ar II,5654.020,5654.0233,2
Ar II,5654.4555,5654.45722,8
Ar II,5655.236,5655.2562,2
Ar I,,5659.127,
Ar II,5667.29,5667.3051,0
Ar II,5669.96,5669.99541,0
Ar II,5672.9766,5672.97723,6
Ar II,5681.480,5681.45510,2
Ar II,5681.480,5681.5028,2
Ar I,,5681.899,
Ar I,,5683.730,
Ar II,5691.6630,5691.6615,11
Ar II,5693.30,5693.31570,0
Ar I,,5700.872,
Ar II,5704.3766,5704.3768,5
Ar II,5707.215,5707.22766,1
Ar II,5708.616,5708.6269,1
Ar II,5711.453,5711.4620,1
Ar I,,5712.504,
Ar II,5716.029,5716.03421,1
Ar II,5724.325,5724.32524,5
Ar II,5732.210,5732.21156,1
Ar II,5732.694,5732.7038,1
Ar I,5739.520,5739.519,10
Ar III,5743.147,5743.1441,1
Ar II,5743.2756,5743.27652,4
Ar II,5749.39,5749.39612,0
Ar II,5753.54,5753.5512,1
Ar II,5756.600,5756.5986,3
Ar II,5766.542,5766.4977,2
Ar II,5766.542,5766.55457,2
Ar I,,5772.114,
Ar II,5772.3230,5772.3212,9
Ar II,5773.18,5773.17612,0
Ar I,,5774.008,
Ar II,5774.697,5774.7013,1
Ar II,5776.374,5776.38169,2
Ar II,5781.268,5781.2718,2
Ar II,5782.35,5782.3472,0.5
Ar I,,5783.536,
Ar II,5786.561,5786.5558,4
Ar II,5788.58,5788.58306,0
Ar I,,5789.474,
Ar I,,5790.401,
Ar II,5799.7401,5799.73981,3
Ar II,5800.46,5800.4683,1
Ar I,,5802.080,
Ar II,5807.596,5807.6126,1
Ar II,5812.7604,5812.75940,9
Ar II,5813.56,5813.6054,0.5
Ar II,5816.272,5816.29122,2
Ar II,5822.1291,5822.12902,5
Ar II,5826.0549,5826.05517,3
Ar II,5828.059,5828.0745,3
Ar I,5834.263,5834.264,5
Ar II,5835.47,5835.49828,0
Ar II,5838.96,5838.9753,1
Ar II,5840.048,5840.0691,1
Ar I,,5843.779,
Ar II,5843.781,5843.77764,7
Ar II,5846.11,5846.079,0.5
Ar II,5852.74,5852.77402,0
Ar II,5853.10,5853.10884,2
Ar II,5854.2728,5854.26667,4
Ar I,5860.310,5860.310,10
Ar II,5866.598,5866.6170,2
Ar II,5870.443,5870.4528,4
Ar I,5882.624,5882.624,15
Ar II,5884.54,5884.53611,0.5
Ar II,5886.088,5886.0975,3
Ar I,5888.584,5888.584,25
Ar II,5894.16,5894.1748,0
Ar II,5894.16,5894.2059,0
Ar II,5901.78,5901.8008,0
Ar II,5901.78,5901.8012,0
Ar II,5904.291,5904.3078,2
Ar II,5908.674,5908.67599,0.5
Ar I,5912.085,5912.085,50
Ar II,5915.49,5915.4796,0
Ar I,,5916.598,
Ar II,5923.08,5923.0988,0
Ar II,5923.08,5923.0991,0
Ar II,5926.77,5926.74589,0.5
Ar I,,5927.125,
Ar I,5928.813,5928.812,15
Ar II,5935.792,5935.7980,2
Ar II,5936.309,5936.301,1
Ar II,5936.64,5936.64020,1
Ar I,,5940.855,
Ar II,5941.825,5941.8214,4
Ar I,5942.669,5942.668,5
Ar XV,5943.879,5943.8788,
Ar I,,5943.888,
Ar I,,5949.259,
Ar II,5950.905,5950.90327,6
Ar II,5953.8303,5953.8310,5
Ar II,5961.37,5961.38698,0
Ar II,5962.744,5962.75754,0.5
Ar I,,5964.48,
Ar II,5965.031,5965.0404,3
Ar I,,5968.320,
Ar I,,5971.601,
Ar II,5973.314,5973.3180,2
Ar II,5975.9622,5975.9530,5
Ar II,5977.995,5978.0013,4
Ar I,,5981.923,
Ar II,5984.454,5984.4534,3
Ar II,5985.912,5985.9137,1
Ar I,5987.302,5987.301,7
Ar I,,5988.144,
Ar II,5988.288,5988.3075,3
Ar II,5988.288,5988.3153,3
Ar II,5989.339,5989.3377,8
Ar II,5991.46,5991.44912,0.5
Ar I,,5994.692,
Ar I,5998.999,5998.998,5
Ar II,6003.170,6003.1857,1
Ar I,,6005.725,
Ar I,,6013.677,
Ar II,6019.493,6019.4965,4
Ar I,6025.150,6025.150,5
Ar II,6027.2513,6027.2517,7
Ar II,6028.220,6028.23273,1
Ar VIII,6029.8,6029,
Ar II,6030.844,6030.8278,1
Ar I,6032.127,6032.127,70
Ar I,6043.223,6043.223,35
Ar II,6044.468,6044.4783,7
Ar II,6046.8977,6046.8967,10
Ar II,6049.0750,6049.0749,7
Ar II,6050.01,6049.97388,0.5
Ar II,6050.01,6050.00778,0.5
Ar I,6052.723,6052.723,10
Ar I,6059.372,6059.372,20
Ar I,,6064.750,
Ar II,6069.96,6069.97684,0
Ar II,6077.431,6077.43032,6
Ar I,,6081.244,
Ar II,6083.875,6083.8770,2
Ar II,6084.507,6084.5152,2
Ar I,,6085.879,
Ar I,,6090.785,
Ar I,6098.803,6098.803,7
Ar I,,6101.161,
Ar II,6101.9192,6101.9188,4
Ar II,6102.765,6102.74973,1
Ar II,6103.5397,6103.53914,26
Ar I,,6104.590,
Ar I,6105.635,6105.635,10
Ar II,6108.32,6108.3261,0
Ar II,6109.15,6109.1548,2
Ar II,6111.742,6111.744,2
Ar I,,6113.466,
Ar II,6114.9232,6114.92319,537
Ar II,6118.724,6118.72214,4
Ar I,,6119.656,
Ar II,6120.0936,6120.09384,6
Ar I,,6121.879,
Ar II,6123.3609,6123.36163,20
Ar II,6124.571,6124.5831,3
Ar I,,6127.416,
Ar I,,6128.724,
Ar V,,6133.78,
Ar II,6134.83,6134.83796,0
Ar II,6138.6551,6138.65544,28
Ar II,6142.615,6142.61098,2
Ar I,6145.441,6145.441,10
Ar II,6146.46,6146.48409,0
Ar I,,6155.238,
Ar I,,6165.123,
Ar II,6166.7835,6166.7821,4
Ar II,6167.6273,6167.6267,4
Ar I,6170.174,6170.174,7
Ar II,6172.2775,6172.27751,407
Ar I,6173.096,6173.096,10
Ar II,6174.378,6174.4040,3
Ar I,,6179.419,
Ar II,6183.024,6183.0237,2
Ar II,6187.1350,6187.1348,9
Ar II,6192.301,6192.2958,2
Ar II,6201.1002,6201.0994,9
Ar II,6206.463,6206.45824,1
Ar II,6208.935,6208.9316,2
Ar II,6210.420,6210.4183,1
Ar II,,6212.24738,
Ar I,6212.503,6212.503,10
Ar I,6215.938,6215.939,5
Ar I,,6230.921,
Ar II,6232.892,6232.8888,2
Ar II,6234.57,6234.5229,1
Ar II,6239.7120,6239.71198,8
Ar II,6243.1199,6243.11983,89
Ar I,,6243.390,
Ar I,,6244.730,
Ar I,,6248.406,
Ar II,6249.975,6249.9859,1
Ar II,6273.15,6273.1452,0
Ar II,6277.425,6277.42657,2
Ar I,,6278.645,
Ar II,6281.12,6281.13036,0
Ar II,6282.823,6282.8252,1
Ar II,6294.50,6294.4964,0.5
Ar II,6295.446,6295.4312,2
Ar I,6296.872,6296.873,7
Ar I,6307.657,6307.657,15
Ar I,,6309.160,
Ar II,6315.40,6315.4070,1
Ar II,6323.735,6323.7174,3
Ar II,6324.16,6324.1631,1
Ar II,6324.16,6324.1887,1
Ar II,6324.4151,6324.4176,12
Ar II,6326.117,6326.117,2
Ar II,6326.117,6326.117,2
Ar II,6328.474,6328.4661,1
Ar II,6332.499,6332.4966,5
Ar II,6332.832,6332.8495,1
Ar II,6333.147,6333.1468,6
Ar II,6337.13,6337.1341,0
Ar II,6339.897,6339.8981,3
Ar II,6348.2272,6348.2281,7
Ar II,6348.601,6348.6248,2
Ar II,6357.025,6357.0229,7
Ar II,6357.6776,6357.6782,8
Ar I,,6364.894,
Ar II,6365.440,6365.4546,1
Ar II,6369.128,6369.1233,2
Ar I,6369.575,6369.575,7
Ar II,6373.19,6373.1859,0
Ar II,6375.945,6375.9543,3
Ar II,6382.696,6382.6931,3
Ar II,6383.0967,6383.0994,5
Ar I,6384.717,6384.717,20
Ar II,6388.341,6388.3417,5
Ar II,6391.117,6391.1273,2
Ar II,6393.802,6393.8006,7
Ar II,6394.729,6394.7298,7
Ar II,6396.6084,6396.6112,11
Ar II,6397.184,6397.1951,2
Ar II,6399.2085,6399.20633,18
Ar II,6403.0123,6403.0137,11
Ar II,6408.909,6408.9048,7
Ar I,6416.307,6416.307,70
Ar II,6417.417,6417.4436,1
Ar II,6418.3696,6418.3726,10
Ar II,6422.894,6422.8983,7
Ar II,6424.144,6424.16486,1
Ar I,,6431.555,
Ar II,6431.556,6431.55902,6
Ar II,6433.683,6433.70035,1
Ar V,6435.10,6435.12,
Ar V,6435.10,6435.12,
Ar II,6437.6013,6437.60043,11
Ar II,6441.8981,6441.9002,12
Ar II,6443.8591,6443.8630,12
Ar II,6456.489,6456.5030,3
Ar II,6457.71,6457.7246,0
Ar II,6457.71,6457.7445,0
Ar II,6458.403,6458.4207,2
Ar I,,6466.552,
Ar II,6468.047,6468.0495,8
Ar II,6472.428,6472.4304,6
Ar II,6475.312,6475.3233,4
Ar II,6480.085,6480.0885,2
Ar I,,6481.145,
Ar II,6483.0825,6483.08254,120
Ar II,6487.444,6487.4266,1
Ar II,6487.444,6487.4712,1
Ar II,6489.85,6489.8852,0
Ar I,,6493.969,
Ar II,6500.2151,6500.21515,5
Ar II,6501.3608,6501.3587,6
Ar II,6502.157,6502.1852,3
Ar II,6506.138,6506.1444,3
Ar II,6508.174,6508.1718,6
Ar II,6509.089,6509.10014,6
Ar I,,6513.846,
Ar II,6532.927,6532.94401,2
Ar II,6538.0451,6538.0452,20
Ar I,6538.112,6538.112,15
Ar II,6540.409,6540.4307,2
Ar II,6547.350,6547.3537,3
Ar II,6551.498,6551.4996,3
Ar II,6557.724,6557.7347,2
Ar II,6564.170,6564.1928,3
Ar I,,6596.113,
Ar I,,6598.678,
Ar I,,6604.011,
Ar I,6604.853,6604.853,15
Ar II,6608.26,6608.2726,1
Ar II,6611.196,6611.1965,2
Ar II,6614.349,6614.3470,6
Ar II,6620.965,6620.9672,8
Ar II,6623.15,6623.13378,0
Ar I,,6632.084,
Ar II,6636.20,6636.1923,0
Ar II,6638.2202,6638.22027,151
Ar II,6639.7403,6639.7402,93
Ar II,6643.6973,6643.69734,269
Ar II,6653.583,6653.6015,1
Ar I,,6656.938,
Ar II,6657.499,6657.5001,2
Ar I,6660.676,6660.677,5
Ar I,6664.051,6664.051,5
Ar II,6666.3587,6666.35878,117
Ar I,6677.282,6677.281,100
Ar II,6684.2924,6684.29254,204
Ar I,,6684.788,
Ar II,6695.71,6695.709,0.5
Ar II,6696.296,6696.2931,4
Ar I,,6698.471,
Ar I,,6698.874,
Ar I,,6719.219,
Ar I,,6722.890,
Ar I,6752.834,6752.834,150
Ar I,,6754.372,
Ar I,6756.163,6756.163,5
Ar II,6756.5522,6756.5524,32
Ar I,6766.612,6766.611,15
Ar I,,6779.926,
Ar II,6799.288,6799.2910,3
Ar II,6808.5312,6808.53130,15
Ar I,,6818.289,
Ar II,6818.371,6818.3842,8
Ar I,,6827.249,
Ar II,6832.91,6832.8970,0
Ar II,6839.584,6839.5883,4
Ar II,6846.540,6846.5500,1
Ar I,,6851.884,
Ar II,6856.06,6856.0748,0.5
Ar II,6861.2689,6861.26880,112
Ar II,6863.5347,6863.53469,35
Ar II,6869.25,6869.2354,0.5
Ar I,6871.289,6871.289,150
Ar II,6875.55,6875.5674,0.5
Ar I,6879.582,6879.583,5
Ar II,6886.6118,6886.61208,26
Ar I,,6887.088,
Ar I,6888.174,6888.174,10
Ar II,6892.62,6892.6412,0
Ar II,6900.880,6900.8830,2
Ar II,6904.46,6904.476,0.5
Ar II,6911.76,6911.7717,0
Ar XI,6916.878,6916.879,
Ar XI,,6916.879,
Ar I,,6925.009,
Ar I,6937.664,6937.664,50
Ar I,6951.478,6951.477,7
Ar I,6960.250,6960.250,7
Ar I,6965.431,6965.430,10000
Ar II,6985.708,6985.7060,1
Ar II,6990.122,6990.1125,5
Ar I,,6992.212,
Ar II,7001.44,7001.4636,0.5
Ar V,7005.87,7005.83,
Ar V,7005.87,7005.83,
Ar I,7030.251,7030.251,150
Ar II,7050.69,7050.6759,0.5
Ar II,7054.993,7054.9868,3
Ar I,7067.218,7067.217,10000
Ar I,7068.736,7068.735,100
Ar II,7077.024,7077.02344,5
Ar I,,7086.705,
Ar II,7090.560,7090.5684,1
Ar II,7101.190,7101.197,1
Ar II,7103.11,7103.142,0.5
Ar I,7107.478,7107.477,25
Ar II,7121.737,7121.73658,6
Ar I,7125.820,7125.820,25
Ar III,7135.80,7135.79,
Ar III,7135.80,7135.79,
Ar I,7147.042,7147.041,1000
Ar I,7158.839,7158.839,15
Ar I,,7162.557,
Ar IV,7170.62,7170.70,
Ar IV,7170.62,7170.70,
Ar II,7182.098,7182.1037,2
Ar II,7187.15,7187.1507,0
Ar I,7206.980,7206.980,70
Ar I,,7229.94,
Ar II,7233.5341,7233.5358,23
Ar IV,7237.26,7237.77,
Ar IV,7237.26,7237.77,
Ar II,7249.45,7249.4770,0.5
Ar IV,7262.76,7263.33,
Ar IV,7262.76,7263.33,
Ar I,7265.172,7265.17,15
Ar I,7270.664,7270.67,7
Ar I,7272.936,7272.935,2000
Ar II,7280.454,7280.4531,2
Ar II,7284.232,7284.23257,7
Ar I,,7285.443,
Ar II,7298.15,7298.1382,0.5
Ar I,7311.716,7311.716,35
Ar I,7316.005,7316.005,25
Ar IV,,7332.15,
Ar II,7348.0495,7348.0530,16
Ar I,7350.814,7350.814,5
Ar I,,7353.175,
Ar I,7353.293,7353.30,70
Ar II,7355.180,7355.1852,2
Ar II,7358.338,7358.3442,2
Ar I,7372.118,7372.117,200
Ar II,7380.4229,7380.4229,44
Ar I,7383.980,7383.980,10000
Ar I,7392.980,7392.980,20
Ar I,7412.337,7412.337,15
Ar II,7419.341,7419.3400,1
Ar I,,7422.312,
Ar I,7425.294,7425.294,10
Ar II,7428.574,7428.57900,2
Ar I,7435.368,7435.368,25
Ar I,7436.297,7436.297,10
Ar II,7440.491,7440.4931,4
Ar II,7455.996,7456.0031,2
Ar I,,7471.164,
Ar I,,7484.33,
Ar I,7503.869,7503.868,20000
Ar II,7505.153,7505.1551,1
Ar I,,7510.408,
Ar I,7514.652,7514.651,15000
Ar II,7589.3152,7589.3149,72
Ar II,7618.03,7618.0419,1
Ar I,,7618.344,
Ar I,,7628.882,
Ar I,7635.106,7635.105,25000
Ar II,7654.031,7654.03148,2
Ar I,,7670.057,
Ar II,7680.948,7680.94708,2
Ar II,7681.49,7681.5053,1
Ar II,7683.458,7683.4675,1
Ar I,,7704.82,
Ar I,7723.761,7723.760,15000
Ar I,7724.207,7724.207,10000
Ar II,7742.42,7742.41928,1
Ar III,7751.06,7751.11,
Ar III,7751.06,7751.11,
Ar II,7753.28,7753.2731,1
Ar II,7753.66,7753.6773,0
Ar II,7757.003,7757.0131,1
Ar II,7795.410,7795.4187,2
Ar I,,7798.561,
Ar II,7802.252,7802.2638,1
Ar II,7837.77,7837.7562,0
Ar II,7839.25,7839.2568,0
Ar II,7846.555,7846.56599,2
Ar II,7849.409,7849.4053,9
Ar I,,7868.194,
Ar I,7891.075,7891.075,10
Ar II,7894.67,7894.675,0.5
Ar II,7904.770,7904.7847,2
Ar II,7915.813,7915.8127,1
Ar I,,7916.442,
Ar II,7927.35,7927.352,2
Ar II,7940.47,7940.4851,1
Ar II,7943.51,7943.52735,0.5
Ar I,7948.176,7948.176,20000
Ar I,,7965.065,
Ar II,7983.61,7983.6117,1
Ar II,7992.90,7992.8885,1
Ar I,8006.157,8006.156,20000
Ar I,8014.786,8014.785,25000
Ar I,,8016.738,
Ar II,8017.5280,8017.52791,19
Ar II,8034.625,8034.6193,1
Ar III,,8036.52,
Ar II,8036.857,8036.8558,8
Ar I,,8037.219,
Ar II,8043.76,8043.74663,0.5
Ar II,8044.308,8044.30210,2
Ar I,,8046.118,
Ar I,8053.308,8053.308,7
Ar II,8066.06,8066.0658,0
Ar I,,8066.604,
Ar II,8083.75,8083.7634,1
Ar II,8086.13,8086.1139,0
Ar I,8103.693,8103.692,20000
Ar II,8103.6931,8103.6861,12023
Ar II,8110.65,8110.65882,1
Ar I,8115.311,8115.311,35000
Ar II,8150.647,8150.6496,1
Ar I,,8151.868,
Ar II,8165.405,8165.39388,3
Ar II,8182.79,8182.8048,0
Ar II,8190.258,8190.25675,1
Ar II,8192.14,8192.1718,0
Ar I,,8203.435,
Ar II,8217.817,8217.8201,1
Ar II,8259.521,8259.5126,2
Ar I,8264.522,8264.521,10000
Ar II,8296.723,8296.72097,1
Ar II,8327.907,8327.9006,2
Ar II,8332.95,8332.9690,0
Ar II,8338.384,8338.3851,1
Ar XIII,8340,8340,
Ar II,8342.630,8342.6276,1
Ar II,8345.183,8345.1719,2
Ar II,8346.420,8346.4067,1
Ar II,8360.29,8360.267,0
Ar II,8363.074,8363.06525,2
Ar II,8375.49,8375.4908,0
Ar II,8375.49,8375.493,0
Ar II,8376.079,8376.0779,2
Ar I,,8384.73,
Ar I,8392.27,,20
Ar II,8395.724,8395.7239,8
Ar I,8408.210,8408.209,15000
Ar II,8411.88,8411.8823,1
Ar II,8415.730,8415.7245,7
Ar I,8424.648,8424.647,20000
Ar I,,8490.307,
Ar II,8500.997,8500.9913,2
Ar I,8521.442,8521.441,15000
Ar II,8547.023,8547.0220,4
Ar II,8562.550,8562.54861,2
Ar II,8565.34,8565.3604,1
Ar II,8585.262,8585.25771,3
Ar II,8592.624,8592.6247,3
Ar II,8604.017,8604.01684,7
Ar I,8605.776,8605.776,7
Ar II,8607.611,8607.6123,2
Ar I,,8620.460,
Ar II,8623.805,8623.8012,7
Ar II,8631.102,8631.0963,1
Ar II,8636.78,8636.7887,0
Ar II,8636.78,8636.7972,0
Ar II,8650.45,8650.5068,0
Ar II,8657.390,8657.3848,1
Ar I,8667.944,8667.943,4500
Ar II,8674.767,8674.7634,1
Ar II,8680.99,8680.992,0
Ar II,8693.086,8693.0888,2
Ar XVIII,,8699.2,
Ar II,8716.947,8716.9558,1
Ar II,8719.374,8719.3790,3
Ar II,8754.009,8754.0101,2
Ar I,,8761.686,
Ar II,8768.215,8768.2126,1
Ar II,8771.8602,8771.86024,158
Ar II,8780.698,8780.6989,8
Ar I,,8784.557,
Ar II,8788.39,8788.4097,0
Ar II,8790.555,8790.55897,1
Ar II,8796.1407,8796.1410,13
Ar I,,8799.087,
Ar II,8803.860,8803.8556,1
