ion,airwave,ritzwave,relint
Ne II,4369.862,4369.8611,240
Ne I,4371.796,4371.81,20
Ne I,4372.157,4372.151,300
Ne I,4374.997,4375.005,20
Ne I,4374.997,4375.03,20
Ne VIII,4376.54,4376.54,100
Ne I,4377.754,4377.74,20
Ne I,4377.754,4377.74,20
Ne II,4377.9830,4377.9839,180
Ne II,4379.400,4379.3989,140
Ne II,4379.5496,4379.5496,300
Ne VIII,4380.09,4380.08,100
Ne VIII,4380.09,4380.08,100
Ne VIII,4380.09,4380.08,100
Ne I,4381.220,4381.220,300
Ne II,4384.1079,4384.1063,180
Ne II,4384.223,4384.2194,80
Ne II,,4384.976,
Ne II,4385.0642,4385.0639,200
Ne VIII,4385.87,4385.87,100
Ne II,4391.9902,4391.9902,400
Ne II,,4391.994,
Ne I,4394.370,4394.37,150
Ne I,4394.370,4394.37,150
Ne I,4394.370,4394.36,150
Ne I,4394.773,4394.78,150
Ne I,4395.008,4395.03,10
Ne I,4395.306,4395.30,10
Ne I,4395.556,4395.556,500
Ne I,4395.969,4395.97,10
Ne II,4396.313,4396.3121,120
Ne I,4397.175,4397.19,10
Ne II,4397.9902,4397.9902,300
Ne I,4398.136,4398.13,50
Ne I,4402.374,4402.38,20
Ne I,4402.580,4402.55,10
Ne I,4402.985,4403.00,10
Ne I,4405.582,4405.57,20
Ne II,4409.2987,4409.2987,300
Ne I,4409.620,4409.601,200
Ne II,4409.778,4409.7756,40
Ne II,4412.20,4412.1759,80
Ne I,4412.285,4412.2878,200
Ne II,4412.591,4412.5909,180
Ne II,4413.113,4413.1049,160
Ne II,4413.113,4413.1258,160
Ne II,4413.2150,4413.2151,200
Ne I,4413.561,4413.557,150
Ne I,4415.141,4415.13,50
Ne II,4416.7552,4416.7570,160
Ne I,4416.817,4416.815,500
Ne I,4420.558,4420.5903,10
Ne II,4421.3888,4421.3894,200
Ne I,4421.5553,4421.554,500
Ne I,4422.5205,4422.5191,3000
Ne VIII,4422.8,4420.6,20
Ne VIII,4422.8,4422.2,20
Ne I,4424.8065,4424.8052,3000
Ne I,4425.400,4425.400,1500
Ne VIII,4426.8,4427.5,20
Ne II,4427.108,4427.1080,60
Ne I,4427.755,4427.72,300
Ne I,4427.981,4427.97,150
Ne II,4428.4075,4428.4080,160
Ne II,4428.520,4428.505,200
Ne II,4428.520,4428.5207,200
Ne II,4428.520,4428.5210,200
Ne II,4428.6359,4428.6361,200
Ne I,4429.410,4429.41,10
Ne II,4429.640,4429.6403,180
Ne VII,,4430,
Ne II,4430.9018,4430.9012,300
Ne II,4430.9417,4430.9418,300
Ne II,4431.105,4431.1086,12
Ne II,4431.810,4431.809,160
Ne II,4431.810,4431.811,160
Ne II,4432.303,4432.305,160
Ne I,4432.5166,4432.514,200
Ne I,4433.398,4433.398,100
Ne I,4433.7239,4433.724,700
Ne I,4435.094,4435.09,50
Ne II,4436.979,4436.9777,100
Ne II,4439.2525,4439.2528,180
Ne II,4439.4610,4439.4610,180
Ne II,4439.991,4439.9904,180
Ne I,4440.363,4440.37,150
Ne I,4440.363,4440.36,150
Ne II,4440.804,4440.8039,80
Ne I,4440.812,4440.82,20
Ne I,4440.890,4440.93,10
Ne II,,4441.091,
Ne II,4442.6865,4442.6878,180
Ne I,4444.978,4444.97,300
Ne I,4445.671,4445.70,10
Ne VIII,4445.8,4446.0,20
Ne II,4446.4398,4446.4418,180
Ne I,4446.538,4446.53,10
Ne II,,4446.651,
Ne II,4452.607,4452.606,140
Ne III,4452.79,4452.70,2000
Ne III,4452.79,4452.75,2000
Ne III,4452.79,4452.82,2000
Ne III,4452.79,4452.85,2000
Ne III,4452.79,4452.87,2000
Ne I,4452.983,4452.99,150
Ne I,4453.253,4453.24,50
Ne I,4453.324,4453.34,20
Ne I,4453.528,4453.53,10
Ne I,4454.285,4454.29,50
Ne I,4455.564,4455.570,150
Ne I,4456.380,4456.40,10
Ne II,4456.445,4456.442,80
Ne II,4457.0473,4457.0479,240
Ne II,4457.242,4457.2344,100
Ne II,4457.242,4457.2621,100
Ne II,4457.3507,4457.3513,160
Ne III,4458.763,4458.762,500
Ne III,4458.862,4458.861,400
Ne III,4458.94,4458.95,300
Ne I,4460.175,4460.176,1000
Ne III,4460.54,4460.47,1000
Ne III,4460.54,4460.65,1000
Ne III,4460.54,4460.74,1000
Ne I,4462.856,4462.84,20
Ne I,4465.6544,4465.648,500
Ne II,4466.037,4466.0346,40
Ne I,4466.045,4466.04,50
Ne I,4466.503,4466.513,20
Ne I,4466.8120,4466.812,700
Ne I,4467.491,4467.489,10
Ne II,4467.735,4467.7371,40
Ne II,4468.9132,4468.9127,180
Ne I,4470.971,4470.99,50
Ne I,4470.971,4470.9682,50
Ne III,4471.04,4470.99,70
Ne II,4471.586,4471.5861,160
Ne I,4472.246,4472.272,10
Ne I,4472.246,4472.22,10
Ne I,4475.131,4475.145,50
Ne II,4475.390,4475.3892,60
Ne I,4475.656,4475.654,1000
Ne II,4477.4,4477.4241,
Ne II,4477.934,4477.935,22
Ne I,4480.823,4480.83,150
Ne VII,,4483,
Ne I,4483.190,4483.1961,1500
Ne I,4488.0926,4488.0933,3000
Ne VI,,4490,
Ne I,4491.7716,4491.770,800
Ne I,4491.838,4491.84,500
Ne I,4492.132,4492.12,50
Ne I,4492.412,4492.41,300
Ne I,4492.689,4492.673,150
Ne I,4493.108,4493.11,50
Ne I,4493.699,4493.694,500
Ne VIII,4495.7,4495.5,100
Ne II,4496.243,4496.2438,60
Ne II,4498.9247,4498.9253,180
Ne I,4499.000,4498.98,20
Ne II,4499.1166,4499.117,180
Ne I,4499.843,4499.82,50
Ne I,4499.843,4499.84,50
Ne I,4500.182,4500.182,500
Ne VIII,4500.7,4501.2,20
Ne VII,,4506,
Ne II,4508.1286,4508.1279,180
Ne I,4510.170,4510.1537,150
Ne II,4511.420,4511.420,160
Ne II,4511.478,4511.478,160
Ne I,4511.509,4511.48,200
Ne I,4511.509,4511.480,200
Ne II,4514.884,4514.8813,140
Ne I,4514.891,4514.884,700
Ne I,4515.022,4515.045,20
Ne I,4515.411,4515.415,300
Ne II,4516.663,4516.6595,60
Ne I,4516.936,4516.934,500
Ne II,4517.329,4517.327,80
Ne II,,4517.3974,m
Ne II,4517.404,4517.404,120
Ne I,4517.736,4517.736,1000
Ne II,4517.8334,4517.8324,160
Ne II,4522.314,4522.3094,60
Ne II,4522.4,4522.5125,
Ne II,4522.524,4522.5300,12
Ne II,4522.7191,4522.7189,200
Ne I,4525.764,4525.766,700
Ne I,4526.177,4526.17,500
Ne II,4526.458,4526.4518,80
Ne I,4526.685,4526.71,150
Ne I,4526.685,4526.654,150
Ne I,4527.725,4527.71,150
Ne I,4527.973,4527.97,10
Ne II,4528.483,4528.4819,160
Ne I,4529.476,4529.45,300
Ne I,4532.395,4532.40,10
Ne II,4534.52,4534.5247,22
Ne II,4534.644,4534.6432,80
Ne II,4535.374,4535.3719,140
Ne II,4535.572,4535.567,40
Ne I,4536.3003,4536.2996,1500
Ne II,4537.195,4537.1814,22
Ne VIII,4537.55,4537.56,20
Ne I,4537.6768,4537.6762,3000
Ne I,4537.7545,4537.7551,10000
Ne I,4538.3026,4538.301,3000
Ne I,4539.168,4539.165,500
Ne VII,,4540,
Ne I,4540.3801,4540.379,500
Ne II,4542.39,4542.403,12
Ne II,4542.48,4542.485,12
Ne VIII,4542.91,4542.90,20
Ne II,4544.12,4544.1223,12
Ne II,4544.32,4544.318,12
Ne I,4544.502,4544.49,500
Ne I,4545.729,4545.73,10
Ne I,4547.218,4547.1962,100
Ne I,4547.728,4547.7082,150
Ne VII,,4550,
Ne IX,,4550,
Ne I,4550.640,4550.63,10
Ne II,4551.67,4551.6552,12
Ne VII,4552.5,4552.9,20
Ne I,4552.598,4552.598,300
Ne II,4553.1731,4553.1715,140
Ne II,4553.399,4553.3951,100
Ne I,4554.415,4554.42,100
Ne I,4554.561,4554.574,50
Ne I,4554.824,4554.82,400
Ne I,4555.392,4555.387,300
Ne VII,4555.4,4555.4,30
Ne I,4556.698,4556.70,20
Ne II,4561.994,4561.9908,12
Ne II,4562.20,4562.2153,40
Ne I,4562.449,4562.46,10
Ne II,4565.1,4565.2623,
Ne II,4565.539,4565.5543,22
Ne I,4565.888,4565.889,600
Ne I,4566.830,4566.826,400
Ne I,4567.139,4567.139,150
Ne I,4567.845,4567.847,100
Ne II,4569.057,4569.0569,200
Ne II,4569.604,4569.5832,22
Ne I,4573.0609,4573.060,50
Ne I,4573.557,4573.557,500
Ne I,4573.898,4573.885,300
Ne II,4574.420,4574.4217,40
Ne I,4575.0620,4575.061,3000
Ne II,4575.311,4575.3173,40
Ne I,4575.858,4575.857,200
Ne II,4580.4180,4580.4188,160
Ne II,4582.00,4581.9934,40
Ne I,4582.035,4582.0397,1500
Ne II,4582.043,4582.0555,60
Ne I,4582.105,4582.1009,150
Ne I,4582.4521,4582.451,1500
Ne I,4582.556,4582.5596,150
Ne I,4582.980,4583.00,50
Ne I,4585.876,4585.87,100
Ne I,4586.145,4586.14,20
Ne II,4588.1330,4588.1359,160
Ne II,4588.358,4588.3583,22
Ne I,4593.243,4593.234,500
Ne I,4595.249,4595.245,500
Ne VII,,4600,
Ne II,4600.152,4600.1616,40
Ne I,4604.095,4604.10,150
Ne II,4604.469,4604.47,40
Ne I,4604.680,4604.69,10
Ne I,4604.938,4604.9404,50
Ne II,4606.697,4606.6954,100
Ne I,4609.365,4609.372,300
Ne IV,4609.8,4609.8,5i
Ne I,4609.910,4609.912,1500
Ne II,4610.151,4610.1492,80
Ne II,4612.802,4612.8016,12
Ne II,4612.928,4612.9242,22
Ne I,4614.391,4614.391,1000
Ne II,4615.563,4615.5508,22
Ne II,4616.0911,4616.0912,180
Ne II,4616.30,4616.293,12
Ne I,4616.911,4616.92,50
Ne I,4617.837,4617.838,700
Ne II,4624.251,4624.2623,120
Ne I,4627.799,4627.807,20
Ne II,4627.9810,4627.9807,160
Ne IV,4628.0,4628.0,1i
Ne I,4628.3113,4628.311,1500
Ne I,4628.460,4628.480,300
Ne III,4628.87,4628.75,20
Ne III,4628.87,4628.86,20
Ne III,4628.87,4628.86,20
Ne III,4628.87,4628.98,20
Ne IV,4629.6,4629.6,1i
Ne IV,4634.4,4634.4,1i
Ne II,4634.7623,4634.7630,140
Ne II,4635.382,4635.3824,100
Ne I,4636.125,4636.125,700
Ne I,4636.6362,4636.636,700
Ne I,4636.974,4636.973,500
Ne IV,4637.7,4637.7,1i
Ne I,4639.591,4639.593,300
Ne I,4640.443,4640.464,700
Ne I,4643.182,4643.18,50
Ne I,4643.931,4643.93,20
Ne I,4644.833,4644.829,400
Ne I,4645.4180,4645.4172,3000
Ne I,4645.885,4645.8887,10
Ne IV,4646.8,4646.8,2i
Ne II,4646.810,4646.8131,100
Ne II,4647.429,4647.4289,40
Ne II,4648.944,4648.9526,22
Ne I,4649.904,4649.9065,700
Ne IX,,4650,
Ne II,4650.000,4650.0029,40
Ne IV,4651.6,4651.6,2i
Ne IV,4651.6,4651.6,2i
Ne I,4652.101,4652.105,300
Ne I,4653.699,4653.717,500
Ne I,4656.3936,4656.3926,3000
Ne IV,4657.0,4657.0,1i
Ne VIII,4659.7,4658.6,100
Ne II,4660.837,4660.8377,60
Ne I,4661.1054,4661.1046,1500
Ne IV,4662.5,4662.5,1i
Ne I,4663.092,4663.092,400
Ne I,4663.518,4663.52,200
Ne I,4666.654,4666.680,500
Ne I,4667.3643,4667.365,1000
Ne II,4669.372,4669.37,60
Ne IX,,4670,
Ne I,4670.884,4670.884,700
Ne I,4678.218,4678.218,3000
Ne II,4678.314,4678.31,60
Ne I,4678.6107,4678.609,500
Ne I,4679.135,4679.136,1500
Ne I,4680.3670,4680.367,1000
Ne I,4681.200,4681.200,500
Ne I,4681.930,4681.925,200
Ne I,4682.146,4682.153,200
Ne I,4682.910,4682.911,100
Ne I,4683.238,4683.240,50
Ne I,4683.764,4683.778,300
Ne II,4686.355,4686.35,60
Ne I,4687.671,4687.6706,1000
Ne I,4688.191,4688.2148,20
Ne II,4688.671,4688.67,40
Ne I,4691.580,4691.583,150
Ne I,4695.363,4695.35,200
Ne I,4696.943,4696.952,50
Ne II,4697.874,4697.88,22
Ne II,4698.430,4698.43,60
Ne II,4700.243,4700.2462,12
Ne I,4700.469,4700.4779,50
Ne II,4700.483,4700.455,12
Ne I,4702.5305,4702.5289,1500
Ne I,4704.3949,4704.3948,15000
Ne I,4708.8594,4708.8584,12000
Ne II,,4710.0645,m
Ne I,4710.0650,4710.0638,10000
Ne I,4710.4881,4710.487,300
Ne I,4712.0633,4712.0625,15000
Ne I,4712.1406,4712.1469,150
Ne I,4712.1406,4712.140,150
Ne I,4712.800,4712.798,100
Ne II,4712.968,4712.9720,22
Ne II,4713.458,4713.45,22
Ne IV,4714.25,4714.25,
Ne IV,4714.25,4714.25,
Ne I,4714.3397,4714.3386,700
Ne II,4714.413,4714.4137,120
Ne II,4714.935,4714.93,40
Ne I,4715.1248,4715.1239,300
Ne I,4715.2580,4715.2539,300
Ne I,4715.344,4715.3441,15000
Ne IV,4715.61,4715.66,
Ne I,4717.6085,4717.6092,700
Ne II,4719.363,4719.3662,22
Ne II,4719.608,4719.6064,12
Ne I,4721.5337,4721.536,700
Ne I,4722.150,4722.19,50
Ne I,4722.714,4722.720,150
Ne I,4723.810,4723.811,700
Ne I,4723.810,4723.798,700
Ne IV,4724.15,4724.15,
Ne IV,4724.15,4724.15,
Ne I,4724.162,4724.16,50
Ne I,4725.145,4725.146,700
Ne IV,4725.62,4725.57,
Ne IV,4725.62,4725.57,
Ne II,4730.339,4730.3419,22
Ne II,4730.58,4730.5783,22
Ne II,4732.667,4732.6708,80
Ne II,4736.785,4736.7865,22
Ne I,4749.5754,4749.5745,3000
Ne I,4750.6826,4750.687,300
Ne I,4751.802,4751.8012,300
Ne I,4752.7320,4752.7311,5000
Ne I,4753.123,4753.119,10
Ne I,4754.440,4754.4404,1000
Ne I,4758.728,4758.7268,1500
Ne II,4769.375,4769.3777,100
Ne II,4772.927,4772.9288,120
Ne I,4780.338,4780.338,3000
Ne I,4780.884,4780.881,300
Ne I,4781.239,4781.239,20
Ne II,4782.121,4782.1227,60
Ne I,4784.022,4784.025,20
Ne I,4788.9258,4788.9249,10000
Ne I,4789.5982,4789.592,1000
Ne I,4790.2195,4790.2171,5000
Ne I,4790.728,4790.7185,300
Ne III,4793.78,4793.744,120
Ne II,4795.918,4795.9164,60
Ne I,4800.111,4800.110,150
Ne I,4801.076,4801.077,20
Ne I,4802.363,4802.373,100
Ne I,4803.225,4803.250,10
Ne I,4809.500,4809.500,100
Ne I,4810.0640,4810.0626,1500
Ne I,4810.6392,4810.6355,1000
Ne I,4814.338,4814.338,500
Ne III,4815.93,4815.919,90
Ne I,4816.900,4816.887,10
Ne I,4817.6386,4817.6381,3000
Ne I,4818.7847,4818.783,1500
Ne I,4819.937,4819.9290,700
Ne I,4821.9218,4821.9214,3000
Ne I,4823.1725,4823.172,1000
Ne I,4823.370,4823.351,500
Ne I,4825.529,4825.518,500
Ne I,4827.338,4827.3382,10000
Ne I,4827.587,4827.5871,3000
Ne I,4829.288,4829.289,50
Ne I,4837.3139,4837.3128,5000
Ne III,4842.50,4842.47,120
Ne I,4842.566,4842.561,100
Ne I,4842.941,4842.929,500
Ne I,4845.145,4845.140,150
Ne I,4845.767,4845.787,50
Ne I,4849.530,4849.528,300
Ne I,4851.501,4851.499,600
Ne I,4852.655,4852.6547,1000
Ne I,4859.604,4859.606,150
Ne I,4863.0810,4863.0767,1000
Ne I,4864.3729,4864.3717,300
Ne I,4865.5065,4865.5011,1000
Ne I,4866.476,4866.4761,800
Ne I,4867.0189,4867.0168,700
Ne I,4868.2766,4868.2683,700
Ne I,4883.403,4883.4073,150
Ne I,4884.9170,4884.9181,10000
Ne I,4885.0971,4885.0940,1000
Ne I,4888.365,4888.363,50
Ne I,4892.090,4892.0896,5000
Ne I,4892.228,4892.233,100
Ne I,4897.924,4897.9214,700
Ne II,4898.784,4898.7839,22
Ne I,4899.013,4899.0122,500
Ne I,4928.235,4928.2397,700
Ne I,4930.944,4930.9547,500
Ne II,4936.370,4936.3653,40
Ne I,4939.041,4939.0431,1000
Ne I,4944.987,4944.9874,1000
Ne I,4955.3905,4955.3896,1500
Ne I,4957.0335,4957.0324,10000
Ne I,4957.122,4957.1265,1500
Ne I,4973.5555,4973.5533,1000
Ne I,4974.760,4974.773,500
Ne I,4975.961,4975.9950,100
Ne I,4979.625,4979.642,50
Ne I,4994.930,4994.9281,1500
Ne I,4996.209,4996.254,20
Ne I,4997.482,4997.4858,150
Ne I,4998.502,4998.5144,100
Ne I,5000.395,5000.4051,30
Ne I,5003.561,5003.5720,20
Ne I,5005.1587,5005.1582,5000
Ne I,5005.3467,5005.3428,500
Ne I,5011.003,5011.010,250
Ne I,5015.187,5015.1861,50
Ne I,5022.870,5022.8639,250
Ne I,5031.3484,5031.3481,2500
Ne I,5031.5087,5031.5041,20
Ne I,5036.0016,5035.9924,350
Ne I,5037.5927,5037.5844,30
Ne I,5037.7512,5037.7504,5000
Ne I,5041.598,5041.593,10
Ne I,5042.853,5042.8479,150
Ne I,5045.816,5045.8204,150
Ne I,5046.608,5046.594,30
Ne I,5052.9443,5052.9414,250
Ne I,5059.150,5059.1633,20
Ne I,5074.0459,5074.0410,30
Ne I,5074.2007,5074.1996,350
Ne I,5076.5971,5076.5898,350
Ne II,5078.414,5078.4085,22
Ne I,5078.7693,5078.7645,150
Ne I,5080.383,5080.3836,1500
Ne I,5081.360,5081.3801,150
Ne I,5083.9773,5083.9671,250
Ne I,5090.321,5090.3300,80
Ne I,5099.0522,5099.0482,250
Ne II,5099.546,5099.534,100
Ne I,5104.7011,5104.6991,350
Ne II,,5113.602,m
Ne I,5113.6724,5113.6710,750
Ne I,5116.5032,5116.5021,1500
Ne I,5117.0246,5117.0198,350
Ne I,5120.5059,5120.5012,250
Ne I,5121.866,5121.8921,20
Ne I,5122.2565,5122.2552,1500
Ne I,5122.3613,5122.3557,1500
Ne I,5128.280,5128.2850,20
Ne II,5137.150,5137.15,40
Ne III,5142.80,5142.815,160
Ne I,5143.265,5143.2611,50
Ne I,5144.9384,5144.9371,5000
Ne I,5145.011,5145.0308,5000
Ne I,5145.1351,5145.1322,350
Ne I,5150.0842,5150.0790,350
Ne I,5151.9610,5151.9612,750
Ne I,5154.4271,5154.4252,500
Ne I,5156.6672,5156.6670,500
Ne I,5158.9018,5158.9000,500
Ne I,5163.4847,5163.4791,100
Ne II,5178.508,5178.510,140
Ne I,5182.320,5182.319,20
Ne I,5188.6122,5188.6121,1500
Ne II,5189.164,5189.167,120
Ne I,5191.3223,5191.3208,350
Ne I,5193.1251,5193.1238,1500
Ne I,5193.224,5193.2270,1500
Ne II,5197.565,5197.558,80
Ne II,5198.481,5198.48,160
Ne II,5202.240,5202.245,140
Ne II,5203.58,5203.544,22
Ne I,5203.8962,5203.8951,1500
Ne I,5206.565,5206.5761,30
Ne I,5208.8648,5208.8636,700
Ne I,5210.5672,5210.5667,500
Ne II,5212.363,5212.36,80
Ne II,5213.339,5213.34,140
Ne I,5214.3389,5214.3363,350
Ne II,5218.268,5218.259,22
Ne I,5222.3517,5222.3519,500
Ne II,5231.523,5231.53,80
Ne II,,5233.95,m
Ne I,5234.0271,5234.0276,500
Ne II,5234.637,5234.642,60
Ne II,5235.867,5235.8572,80
Ne II,5245.834,5245.829,40
Ne II,5263.123,5263.12,80
Ne I,5274.0393,5274.0406,400
Ne I,5280.0853,5280.0863,500
Ne VI,5280.3,5280.3,7
Ne VI,5282.9,5282.8,15
Ne VI,5287.2,5286.7,18
Ne VI,5289.9,5290.1,27
Ne I,5298.1891,5298.1891,1500
Ne I,5304.7580,5304.7573,700
Ne I,5314.7851,5314.7859,300
Ne I,5316.8046,5316.8048,250
Ne I,5320.550,5320.5511,20
Ne I,5326.396,5326.3952,750
Ne I,5330.6720,5330.6678,5
Ne I,5330.7775,5330.7771,6000
Ne I,5333.3083,5333.3057,500
Ne I,5335.710,5335.7059,100
Ne I,5341.0938,5341.0932,10000
Ne I,5342.700,5342.626,10
Ne I,5343.0048,5342.9996,100
Ne I,5343.2834,5343.2820,6000
Ne I,5349.2038,5349.2021,1500
Ne I,5353.513,5353.507,50
Ne I,5355.1640,5355.1621,1500
Ne I,5355.3394,5355.3389,50
Ne I,5355.4236,5355.4214,1500
Ne I,5358.020,5358.0013,100
Ne I,5360.0121,5360.0109,1500
Ne I,5360.4271,5360.4238,350
Ne I,5362.2334,5362.2275,250
Ne I,5366.2169,5366.2198,250
Ne I,5372.3110,5372.3110,750
Ne I,5374.975,5374.9754,500
Ne II,5376.635,5376.64,80
Ne II,5377.255,5377.26,80
Ne II,5380.721,5380.72,80
Ne II,5380.886,5380.89,60
Ne I,5383.2457,5383.2461,250
Ne II,5386.898,5386.90,60
Ne II,5387.209,5387.21,80
Ne II,5392.001,5392.00,100
Ne II,5392.248,5392.25,100
Ne II,5396.47,5396.47,22
Ne II,5396.782,5396.78,60
Ne II,5396.965,5396.96,120
Ne II,5397.096,5397.10,100
Ne I,5400.5616,5400.5618,20000
Ne II,5405.152,5405.15,140
Ne II,5405.152,5405.15,140
Ne I,5410.12,5410.1782,50
Ne II,5411.083,5411.08,60
Ne II,5411.263,5411.26,100
Ne I,5412.6490,5412.6481,2500
Ne I,5418.5584,5418.5577,1500
Ne II,5420.09,5420.09,12
Ne I,5420.155,5420.1538,500
Ne I,5433.6513,5433.6499,2500
Ne I,5447.120,5447.1041,80
Ne I,5448.5091,5448.5085,1500
Ne I,5494.4158,5494.4161,500
Ne I,5507.3442,5507.3415,250
Ne I,5511.176,5511.1760,30
Ne I,5511.485,5511.4953,150
Ne I,5520.63,5520.6299,30
Ne I,5533.6788,5533.6791,750
Ne I,5538.6510,5538.6518,500
Ne I,5559.0978,5559.0956,350
Ne I,5562.4416,5562.4415,1500
Ne I,5562.7662,5562.7668,5000
Ne I,5563.0531,5563.0534,750
Ne I,5576.0394,5576.0386,350
Ne I,5585.905,5585.918,50
Ne I,5589.3472,5589.3514,500
Ne I,5591.15,5591.1081,80
Ne VIII,,5609,
Ne I,5652.5664,5652.566,750
Ne I,5656.0258,5656.025,750
Ne I,5656.6588,5656.658,5000
Ne II,5662.200,5662.2007,40
Ne I,5662.5489,5662.548,750
Ne I,5684.647,5684.662,250
Ne I,5689.8163,5689.816,1500
Ne I,5715.3409,5715.345,350
Ne I,5718.8798,5718.882,1500
Ne I,5719.2248,5719.226,5000
Ne I,5719.5300,5719.528,750
Ne II,5742.437,5742.4481,80
Ne I,5748.2985,5748.298,5000
Ne I,5748.6446,5748.649,700
Ne I,5760.5885,5760.588,700
Ne I,5764.0525,5764.053,30
Ne I,5764.4188,5764.419,7000
Ne I,5770.3067,5770.313,500
Ne I,5804.0900,5804.092,750
Ne I,5804.4496,5804.450,5000
Ne I,5811.4066,5811.406,3000
Ne I,5816.6219,5816.622,500
Ne I,5820.1558,5820.155,5000
Ne I,5828.9063,5828.907,750
Ne I,5852.4878,5852.4879,20000
Ne I,5868.4165,5868.416,750
Ne I,5872.1450,5872.144,750
Ne I,5872.8275,5872.826,5000
Ne I,5881.8950,5881.8952,10000
Ne I,5898.3287,5898.329,200
Ne I,5902.0944,5902.096,30
Ne I,5902.4623,5902.462,500
Ne I,5902.7835,5902.785,50
Ne I,5906.4294,5906.428,500
Ne VIII,,5908,
Ne I,5913.633,5913.631,2500
Ne I,5918.9068,5918.906,2500
Ne I,5919.0290,5919.033,80
Ne I,5934.4522,5934.454,750
Ne I,5939.3154,5939.317,500
Ne I,5944.8340,5944.8342,5000
Ne I,5961.6228,5961.622,700
Ne I,5965.4710,5965.470,5000
Ne I,5966.1790,5966.174,350
Ne I,5974.6273,5974.628,5000
Ne I,5975.5343,5975.5340,6000
Ne I,5982.3753,5982.378,80
Ne I,5987.9074,5987.907,1500
Ne I,5991.6477,5991.650,750
Ne I,6000.9275,6000.926,1000
Ne I,6029.9968,6029.9969,10000
Ne I,6042.013,6041.988,150
Ne I,6046.1348,6046.133,500
Ne VIII,,6056,
Ne I,6064.5359,6064.536,500
Ne VIII,,6067,
Ne VIII,,6068,
Ne VIII,,6068,
Ne VIII,,6069,
Ne VIII,,6069,
Ne VIII,,6069,
Ne VIII,,6069,
Ne I,6074.3376,6074.3377,10000
Ne VIII,,6076,
Ne I,6096.1630,6096.1631,3000
Ne II,6110.88,6110.8106,100
Ne II,6112.72,6112.6489,160
Ne I,6118.0187,6118.014,150
Ne I,6128.4498,6128.4499,1000
Ne II,6132.77,6132.7179,100
Ne I,6142.508,6142.506,1000
Ne I,6143.0627,6143.0626,10000
Ne I,6150.2985,6150.296,1000
Ne I,6156.1380,6156.139,500
Ne I,6163.5937,6163.5939,10000
Ne II,6166.09,6166.0663,80
Ne I,6172.8156,6172.822,150
Ne I,6174.8829,6174.882,700
Ne I,6175.2842,6175.287,500
Ne I,6182.1460,6182.146,1500
Ne I,6183.1575,6183.161,50
Ne VIII,,6184,
Ne I,6189.0649,6189.066,700
Ne I,6193.0663,6193.066,500
Ne I,6202.9740,6202.976,150
Ne I,6205.7775,6205.777,1000
Ne III,,6206.49,0m
Ne III,6209.08,6209.08,70
Ne III,6210.18,6210.19,70
Ne I,6213.8758,6213.876,1500
Ne I,6217.2812,6217.2812,10000
Ne II,6224.48,6224.4127,160
Ne I,6225.7350,6225.737,500
Ne II,6239.032,6239.0255,120
Ne I,6246.7294,6246.727,1000
Ne I,6249.593,6249.592,50
Ne II,6250.925,6250.9244,120
Ne I,6252.732,6252.750,20
Ne II,6252.905,6252.8985,80
Ne II,6258.69,6258.6508,180
Ne I,6258.7884,6258.790,1000
Ne I,6266.4952,6266.4950,10000
Ne II,6270.131,6270.1321,80
Ne II,6272.420,6272.4217,140
Ne I,6273.0141,6273.015,700
Ne I,6276.0327,6276.034,500
Ne III,6277.50,6277.49,30
Ne III,6283.58,6283.58,30
Ne III,6289.59,6289.58,30
Ne I,6293.7447,6293.744,1000
Ne II,6297.840,6297.8335,80
Ne II,,6304.2560,m
Ne I,6304.7893,6304.7889,1000
Ne II,6306.113,6306.1113,100
Ne II,6307.66,6307.6349,180
Ne I,6313.6855,6313.688,1500
Ne II,6321.116,6321.1150,60
Ne I,6328.1646,6328.164,3000
Ne I,6330.8894,6330.893,1500
Ne I,6334.4276,6334.4278,10000
Ne II,6345.653,6345.6438,60
Ne I,6351.8532,6351.855,1000
Ne VIII,,6360,
Ne I,6364.9963,6364.997,1000
Ne I,6382.9914,6382.9917,10000
Ne IX,,6390,
Ne I,6401.076,6401.075,1000
Ne I,6402.248,6402.247,20000
Ne III,6406.58,6406.60,90
Ne I,6409.7469,6409.749,1500
Ne I,6421.7044,6421.705,1000
Ne VII,,6440,
Ne VI,,6440,
Ne VI,,6440,
Ne I,6444.7118,6444.710,1500
Ne I,6506.5277,6506.5281,15000
Ne II,6510.877,6510.888,60
Ne II,6511.789,6511.796,140
Ne II,6516.789,6516.799,120
Ne II,6517.041,6517.048,100
Ne II,6525.584,6525.596,22
Ne II,6526.03,6526.048,120
Ne I,6532.8824,6532.8822,1000
Ne II,6538.685,6538.685,80
Ne II,6539.143,6539.140,120
Ne II,6539.492,6539.487,140
Ne II,6539.692,6539.691,60
Ne II,6550.653,6550.643,140
Ne II,6550.653,6550.66,140
Ne II,6559.024,6559.020,100
Ne II,6559.285,6559.287,100
Ne VI,,6570,
Ne II,6571.30,6571.291,22
Ne II,6571.70,6571.689,60
Ne I,6598.9528,6598.9529,10000
Ne I,6602.9007,6602.902,1000
Ne I,6640.0095,6640.008,100
Ne I,6640.80,6640.796,50
Ne I,6652.0925,6652.0927,1500
Ne I,6666.892,6666.891,1000
